id	genome	refseq	version
394295	GCF_000394295.1	True	1
1286845	GCF_001286845.1	True	1
1286885	GCF_001286885.1	True	1
1457635	GCA_001457635.1	False	1
1585665	GCF_001585665.1	True	1
21491795	GCA_021491795.1	False	1
900196735	GCF_900196735.1	True	1
900459535	GCF_900459535.1	True	1
900987545	GCF_900987545.1	True	1
